street_name,street_type,lamp_type,longitude,latitude,wattage
Norfolk,Crescent,LED,147.339116049189,-42.9068983795291,18.0
Harvey,Lane,LED,147.339920489794,-42.9070558365792,18.0
Red Chapel,Avenue,LED,147.344128793671,-42.9133294841165,18.0
Earl (nr Sndy Bay Rd),Street,HPS,147.331559090885,-42.9006072625225,250.0
Grosvenor (University),Street,MV,147.326118588081,-42.9020736329293,80.0
Grosvenor (University),Street,MV,147.326118588034,-42.9020736239242,80.0
Pauldon,Drive,MV,147.359006383073,-42.924187010493,80.0
Pauldon,Drive,MV,147.359131847014,-42.9256192446061,80.0
Macquarie,Street,MV,147.328622891203,-42.883161995632,125.0
Wilmot,Street,LED,147.328469151043,-42.8871763066708,14.0
Forest,Road,LED,147.304270268497,-42.8903075029571,18.0
Forest,Road,LED,147.305412300092,-42.8901005561468,18.0
Aberdeen,Street,LED,147.329758370134,-42.8756412936994,18.0
Clare,Street,LED,147.308658738456,-42.8653574154427,18.0
Capri,Drive,LED,147.33701850787,-42.9147969102612,18.0
Sandy Bay,Road,HPS,147.358072713421,-42.9141752370342,250.0
Rialannah,Road,LED,147.327323148379,-42.9224732461204,14.0
Montpelier,Retreat,HPS,147.330871088236,-42.8885969485388,250.0
Digney,Street,LED,147.320949111458,-42.8932017434013,18.0
Upper Fitzroy,Crescent,LED,147.31783845725,-42.894229023078,18.0
Knopwood,Street,MV,147.331112996296,-42.8884667535962,250.0
Kirksway,Place,HPS,147.330057413778,-42.887903181892,250.0
Kendrick,Court,LED,147.315716370002,-42.8996468117299,18.0
Lynton,Avenue,HPS,147.317226514696,-42.8984871929411,250.0
Pillinger,Street,LED,147.318140510691,-42.8971074941174,18.0
Bathurst,Street,MV,147.318146790947,-42.8864344080677,250.0
Davey,Street,HPS,147.31725025344,-42.8931137966533,250.0
Despard,Street,OTHER,147.330930291984,-42.8843410543248,150.0
Despard,Street,LED,147.331358493173,-42.8838063440728,14.0
Despard,Street,LED,147.331244618821,-42.883945525739,14.0
Morrison,Street,HPS,147.332233276928,-42.8837551804873,250.0
Salvator,Road,LED,147.305662732768,-42.8877634740487,18.0
Davey,Street,HPS,147.325433211867,-42.8878729151936,250.0
Domain,Highway,HPS,147.329963521089,-42.8628487392913,250.0
Mortimer,Avenue,LED,147.309678701499,-42.8709238200281,18.0
Brooker,Avenue,HPS,147.32072695889,-42.8688949779597,250.0
Brooker,Avenue,HPS,147.32309010168,-42.8716134229627,250.0
Nelson,Road,MV,147.343515620844,-42.9244527829154,80.0
Beddome,Street,LED,147.336674295752,-42.9132845877184,18.0
Edith,Avenue,LED,147.337584203335,-42.9135884547259,18.0
Edge (DC Lne to Forest Rd),Avenue,MV,147.30153281877,-42.8893753712716,80.0
Hampden,Road,HPS,147.333440671734,-42.8898468972139,70.0
Marieville,Esplanade,HPS,147.33146567377,-42.8990807940738,150.0
Fielding,Drive,LED,147.304621342578,-42.882804557303,18.0
Molle,Street,MV,147.322287878128,-42.8882352689301,150.0
Albuera,Street,LED,147.325299124524,-42.8904618657256,18.0
Albuera,Street,LED,147.327208348849,-42.8910180645945,18.0
Glen,Street,LED,147.308333368739,-42.8942915959192,18.0
Waterworks,Road,HPS,147.313013502737,-42.8991705081058,150.0
Forest (Knocklofty Line),Road,LED,147.303045840984,-42.8901335811533,14.0
Liverpool,Street,LED,147.316475310678,-42.8898542663201,14.0
Brooker,Avenue,HPS,147.323843566179,-42.8725675291038,250.0
Brooker,Avenue,HPS,147.32424709179,-42.8730437929574,250.0
Fielding,Drive,LED,147.306184613055,-42.8819963790482,18.0
Hill,Street,HPS,147.311316522473,-42.8794816953729,150.0
Browne,Street,LED,147.313771595479,-42.8772024227899,18.0
Alt-na-craig,Avenue,LED,147.304867926615,-42.8691214274437,18.0
Toorak,Avenue,LED,147.305613045558,-42.8699185701158,18.0
Senator,Street,LED,147.307548814447,-42.8695509959408,18.0
Pauldon,Drive,MV,147.359445905956,-42.9243258061886,80.0
Sonning,Crescent,LED,147.356802124625,-42.9164947771527,18.0
Churchill (University),Avenue,LED,147.323685349822,-42.9027195497687,18.0
Churchill (University),Avenue,CFL,147.323040309592,-42.9031674459234,42.0
Churchill (University),Avenue,MV,147.322884008433,-42.9034752894721,80.0
Enterprise,Road,LED,147.335174994358,-42.9158630735571,18.0
Lindeith,Court,CFL,147.348324015575,-42.9209154279252,42.0
Date,Court,LED,147.3467271393,-42.9190126940647,18.0
Shepherd,Street,LED,147.350674430396,-42.9143689942476,18.0
Sandy Bay,Road,MV,147.359244379465,-42.914431555797,250.0
Nelson,Road,MV,147.33132091044,-42.9255825516,80.0
Proctors,Road,LED,147.319103286383,-42.9025377739913,18.0
French,Street,HPS,147.321270636867,-42.9036261003553,150.0
French,Street,HPS,147.321991983691,-42.9034017075994,150.0
French,Street,HPS,147.322715505696,-42.9031820138971,150.0
French,Street,HPS,147.320991417795,-42.9037530108551,150.0
Heathorn,Avenue,LED,147.353293873202,-42.9102572723889,18.0
Sandown,Avenue,LED,147.353781144903,-42.9112908364614,18.0
Long Point,Road,LED,147.355256181281,-42.9112028893539,18.0
Fisher,Avenue,LED,147.35174087427,-42.9143944492044,18.0
Chessington,Court,LED,147.351998030007,-42.9123739782524,18.0
Chessington,Court,LED,147.35236497217,-42.9121596959449,18.0
Fisher,Lane,LED,147.352931410884,-42.9141849439347,18.0
Waimea,Avenue,LED,147.33859374101,-42.9058805158255,18.0
New Town,Road,HPS,147.307301814562,-42.8603322462702,250.0
Selfs Point,Road,LED,147.31810487735,-42.8490084446869,18.0
Douglas,Street,LED,147.304519133604,-42.8643772335137,18.0
Macquarie,Street,HPS,147.313151328992,-42.8933764811914,250.0
Davey,Place,LED,147.315384756894,-42.8972862094278,18.0
Barrack,Street,CFL,147.319295517361,-42.8832909222637,42.0
Augusta,Road,HPS,147.301355170312,-42.8664531482721,150.0
Augusta,Road,HPS,147.302907686733,-42.8664353724081,250.0
Harrington,Street,MV,147.321418979225,-42.8821687869298,250.0
Brooker,Avenue,HPS,147.333494610807,-42.8786600345992,250.0
Murray,Street,HPS,147.315152864725,-42.8755856310652,250.0
Murray,Street,MV,147.315456735746,-42.875717766134,250.0
Mt Nelson Walking (nr bnd 7),Track,LED,147.322575414992,-42.9108069901722,18.0
Nelson,Road,CFL,147.336113208457,-42.9270856416951,42.0
Nelson,Road,LED,147.334026833069,-42.926345866135,18.0
Nelson,Road,LED,147.333601355349,-42.9261427879328,18.0
Hargrave,Place,LED,147.334073108323,-42.9255030158312,18.0
Nicholas,Drive,LED,147.349405420995,-42.9221376503873,18.0
Amanda,Crescent,LED,147.349479642691,-42.920031124904,18.0
Mawhera,Avenue,LED,147.340563722501,-42.9113835456256,18.0
Earl,Street,LED,147.331055364062,-42.9010511655108,18.0
Flinders,Lane,CFL,147.327440182874,-42.8968353316865,42.0
Weld,Street,LED,147.3137149852,-42.8938020029618,18.0
Poets,Road,CFL,147.306989556407,-42.8866572390327,42.0
Lynton,Avenue,HPS,147.316736237762,-42.8983641069747,250.0
Lansdowne,Crescent,HPS,147.310649061049,-42.8834944455984,150.0
Sandy Bay,Road,LED,147.325882629604,-42.8930090614357,175.0
Sandy Bay,Road,MV,147.330332375338,-42.8896551717029,400.0
Margaret,Street,LED,147.330765552992,-42.896284863605,18.0
Marieville,Esplanade,HPS,147.332020267029,-42.897626452744,150.0
Marieville,Esplanade,HPS,147.332020259786,-42.8976264725766,250.0
Princes,Street,CFL,147.319751477888,-42.8980967795785,42.0
Bayley,Street,LED,147.327088403273,-42.8736608214764,18.0
Allambee,Crescent,LED,147.324917043971,-42.8711463809504,18.0
Proctors,Road,LED,147.309231029224,-42.9110126878056,18.0
Proctors,Road,LED,147.310422270293,-42.9100879685418,18.0
Proctors,Road,LED,147.312595352816,-42.9075584764146,18.0
Nelson,Road,LED,147.332096441275,-42.9033827751365,18.0
Mawhera,Avenue,LED,147.342574237249,-42.9096034016235,18.0
Mawhera,Avenue,LED,147.342638292808,-42.9089304117902,18.0
Nicholas,Drive,LED,147.348294615777,-42.9190263335067,18.0
Shepherd,Street,LED,147.349976770209,-42.9145376265647,18.0
Shepherd,Street,LED,147.349906727266,-42.915074686422,18.0
Nelson,Road,LED,147.327165555151,-42.9067253864231,18.0
Churchill,Avenue,HPS,147.324495397267,-42.903412721754,150.0
Churchill,Avenue,HPS,147.324495385018,-42.9034127217888,150.0
Fisher,Lane,LED,147.352547923776,-42.9150642148299,18.0
Sandy Bay,Road,HPS,147.355500256875,-42.9133938392092,250.0
Ashfield,Street,LED,147.329746140904,-42.8969116875036,18.0
Margaret,Street,LED,147.329938276575,-42.8974443072954,18.0
Wentworth,Street,LED,147.310360682204,-42.8974304074474,18.0
Ispahan,Avenue,LED,147.318840443329,-42.890420807365,18.0
Davey,Street,HPS,147.319764328211,-42.8920213095887,250.0
Harrington,Street,LED,147.322562026171,-42.8829793060126,240.0
Harrington,Street,HPS,147.322562026171,-42.8829793060126,250.0
Liverpool,Street,HPS,147.324115687771,-42.8841433331416,250.0
Nevin,Street,CFL,147.297281585763,-42.8933755189385,42.0
Nelson,Road,LED,147.326965153529,-42.9064075791411,18.0
Nelson,Road,LED,147.327292754321,-42.909155434021,18.0
Ogilvie,Street,LED,147.296055766984,-42.8695928811289,18.0
Argyle,Street,HPS,147.317291375676,-42.8714723263864,250.0
McAulay,Road,LED,147.338148488051,-42.9092977837666,18.0
Lambert,Avenue,LED,147.33483036199,-42.9035445875257,18.0
Richardson,Avenue,LED,147.318914001983,-42.9030923664397,18.0
Marieville,Esplanade,MV,147.331706655439,-42.8998052870349,250.0
Marieville,Esplanade,HPS,147.331706655439,-42.8998052870349,250.0
Marieville,Esplanade,HPS,147.331706655439,-42.8998052870349,250.0
Davey,Place,CFL,147.315825844677,-42.8974019085339,42.0
McRobies,Road,LED,147.297021095937,-42.8954203053536,18.0
Murray,Street,HPS,147.329443609541,-42.8843336350768,250.0
Waterworks,Road,LED,147.314968385098,-42.9003874906614,18.0
Princes,Street,LED,147.326302305947,-42.8968339337639,18.0
Sandy Bay,Road,MV,147.330095376388,-42.8992611838949,400.0
King,Street,LED,147.327588925197,-42.8946186345237,18.0
Queen,Street,LED,147.32887433213,-42.8941147798817,18.0
Sandy Bay,Road,HPS,147.328908741343,-42.8976926175026,250.0
Sandy Bay,Road,HPS,147.328302241544,-42.8963793498384,250.0
Sandy Bay,Road,HPS,147.327698976948,-42.8954894599825,250.0
Hickman,Street,LED,147.299937461982,-42.8651024838866,18.0
Murray,Street,MV,147.315685695041,-42.8763487561123,250.0
New Town,Road,HPS,147.310845631215,-42.8649034226719,250.0
Sandy Bay,Road,HPS,147.341427042278,-42.906389262205,250.0
Reynolds,Court,LED,147.316154609066,-42.9006951088108,18.0
Olinda,Grove,HPS,147.316854029633,-42.9157785033856,150.0
Mt Nelson Walking (nr bnd 3),Track,LED,147.324840381638,-42.9080768570723,14.0
Sunvale,Avenue,LED,147.339856472486,-42.9153397745361,18.0
Beddome,Street,LED,147.335197754129,-42.9130139102183,18.0
Edith,Avenue,LED,147.337321583466,-42.9132409071005,18.0
Edith,Avenue,LED,147.337743158264,-42.9146189568845,18.0
Invercargill,Road,LED,147.325718213127,-42.9143777016724,18.0
Mt Nelson Walking (nr bnd 3),Track,LED,147.32505898451,-42.9078239461978,18.0
Broadwaters,Parade,LED,147.351844517054,-42.9200334265485,18.0
Broadwaters,Parade,LED,147.352544708604,-42.9195487825527,18.0
Red Chapel,Avenue,CFL,147.344512072886,-42.909722957162,42.0
Coolabah,Road,LED,147.351742537757,-42.9180474796867,18.0
Churchill,Avenue,MV,147.354749527747,-42.9193410023034,250.0
Churchill,Avenue,HPS,147.34924974212,-42.9180761749263,250.0
Churchill,Avenue,HPS,147.35067675647,-42.9188392272775,250.0
Churchill,Avenue,HPS,147.351754767138,-42.9188382703658,150.0
Coolabah,Road,LED,147.353901884889,-42.9187428795737,18.0
Broadwaters,Parade,LED,147.349403292747,-42.9193779132699,18.0
Davey,Street,HPS,147.321406134566,-42.8907575079143,250.0
Sandy Bay,Road,HPS,147.329191803005,-42.8875768021102,250.0
Knocklofty,Terrace,LED,147.307729490871,-42.8826155096221,18.0
Invercargill,Road,LED,147.327009405305,-42.9149062288973,18.0
Sonning,Crescent,LED,147.356692943922,-42.917320705928,18.0
Pauldon,Drive,MV,147.359080788556,-42.9243583891716,50.0
Woodcutters,Road,MV,147.305816838161,-42.9079061326225,80.0
Woodcutters,Road,MV,147.306394343318,-42.9065748765922,80.0
Regent,Street,MV,147.32469612328,-42.9005660122343,250.0
Churchill,Avenue,HPS,147.324862036636,-42.9041172238544,150.0
Churchill,Avenue,HPS,147.324862061135,-42.9041172237849,150.0
Regent,Street,MV,147.325041911638,-42.9015665483235,250.0
Waterworks,Road,MV,147.295800559902,-42.9064216617082,80.0
Buchanan,Avenue,LED,147.345265400847,-42.9132750743141,18.0
Collins,Street,MV,147.323669976037,-42.8861637717287,400.0
Victoria,Street,MV,147.324410081391,-42.8848692420052,250.0
Wentworth,Street,LED,147.306716387209,-42.8961690035555,18.0
Macquarie,Street,HPS,147.320282921108,-42.8903541585415,250.0
Macquarie,Street,HPS,147.315876766255,-42.892579440722,250.0
Salvator,Road,LED,147.306933521219,-42.8878111790679,18.0
Bathurst,Street,MV,147.317611315622,-42.8865464613952,250.0
Rupert,Avenue,LED,147.310101372665,-42.8687259265139,18.0
Weerona,Avenue,LED,147.298197689343,-42.874886409346,18.0
Weerona,Avenue,LED,147.29823171607,-42.8756494370083,18.0
Gillon,Crescent,LED,147.299258887236,-42.8744299635487,18.0
Auvergne,Avenue,LED,147.307754127288,-42.8687700280407,18.0
Allison,Street,LED,147.313521559314,-42.8830415843233,18.0
Degraves,Street,LED,147.299316113575,-42.894103974628,18.0
McRobies,Road,LED,147.29720420539,-42.8942247437424,18.0
Sonning,Crescent,CFL,147.355877799637,-42.9186850732963,42.0
Edith,Avenue,LED,147.33748782728,-42.9128554441418,18.0
Churchill,Avenue,MV,147.345211006817,-42.9169587124543,250.0
Woodcutters,Road,MV,147.310277736876,-42.9057089747758,80.0
Hillcrest,Road,MV,147.30514501293,-42.9078735073161,80.0
Weemala,Court,LED,147.328540162552,-42.9259242984531,18.0
Summer,Court,CFL,147.328787905685,-42.9267063278264,42.0
Red Chapel,Avenue,LED,147.34305506001,-42.9134856783073,18.0
Red Chapel,Avenue,LED,147.343283014612,-42.9128461379718,18.0
Birngana,Avenue,LED,147.335663515724,-42.9156190688241,18.0
Acushla,Court,LED,147.33391648482,-42.9149371791982,18.0
Broadwaters,Parade,LED,147.34890468531,-42.9191415975009,18.0
Evelyn,Crescent,LED,147.337914090364,-42.912247964529,18.0
Churchill,Avenue,MV,147.33914054951,-42.9124690270006,250.0
Salvator,Road,LED,147.305064512843,-42.8875705560403,18.0
Garth (in Harvey Lne),Avenue,LED,147.340615495141,-42.9064242245265,18.0
Maning,Avenue,LED,147.339866286604,-42.9096186139653,18.0
Nelson,Road,MV,147.326675210441,-42.911850668461,80.0
Shepherd,Street,LED,147.34936273183,-42.9161369005926,18.0
Nelson,Road,LED,147.324536197546,-42.9092829429438,14.0
Hildern,Street,LED,147.309423231056,-42.8666062500752,18.0
Burnett,Street,HPS,147.315951475599,-42.8750113157423,150.0
Tasman (Brkr to Br),Highway,LED,147.335860735859,-42.8671204355356,175.0
Tasman (Brkr to Br),Highway,HPS,147.335362953586,-42.8691064879474,250.0
Tasman (Brkr to Br),Highway,HPS,147.334195974209,-42.8718333590844,250.0
Argyle,Street,HPS,147.313621438687,-42.8667820023426,250.0
Nelson,Road,LED,147.323836770681,-42.9150557557923,18.0
Nelson,Road,HPS,147.32286083427,-42.9208534637095,150.0
Ellington,Road,LED,147.34811569934,-42.9114333406634,18.0
Knocklofty,Terrace,LED,147.308978363069,-42.8838330979088,18.0
Grosvenor,Street,CFL,147.326443857212,-42.9003398194041,42.0
Cascade,Road,HPS,147.300578707745,-42.8950058922376,150.0
Cascade,Road,HPS,147.299799296393,-42.8951407542806,250.0
Murray,Street,HPS,147.329046877243,-42.8843370309071,250.0
Sandy Bay,Road,HPS,147.327670560392,-42.8865125931752,250.0
Elizabeth,Street,HPS,147.332496468246,-42.8838024144878,250.0
Castray,Esplanade,HPS,147.336199815419,-42.8893572721517,70.0
Davey,Street,HPS,147.330404251432,-42.8838887984657,250.0
Davey,Street,HPS,147.330404251432,-42.8838887984657,250.0
Maning,Avenue,LED,147.339186573791,-42.9101805654748,18.0
Mawhera,Avenue,CFL,147.340100130635,-42.9116667060881,42.0
Plaister,Court,CFL,147.347614726395,-42.9160107906387,42.0
Nelson,Road,LED,147.333266610438,-42.9023366138026,18.0
Proctors,Road,LED,147.316696571884,-42.9055188490255,18.0
Lipscombe,Avenue,LED,147.34836374236,-42.9165050341201,18.0
View,Street,LED,147.321176945408,-42.901772302694,18.0
View,Street,LED,147.322047504556,-42.9016142736503,18.0
View,Street,HPS,147.326582194274,-42.9007664982137,150.0
View,Street,LED,147.327534668297,-42.9005802144568,18.0
Waterworks,Road,MV,147.313397245803,-42.8988185970114,80.0
Waterworks,Road,MV,147.313762385935,-42.8992019576294,80.0
Plaister,Court,CFL,147.347093784063,-42.9167071862933,42.0
King,Street,HPS,147.324687328263,-42.8950588369391,150.0
Clarke,Avenue,LED,147.338575454167,-42.8906150229979,18.0
Marieville,Esplanade,LED,147.332383814921,-42.8959100882997,18.0
French,Street,HPS,147.323756276875,-42.9037104110902,150.0
Nicholas,Drive,LED,147.350178806172,-42.9219969673977,18.0
Nicholas,Drive,LED,147.348994586746,-42.9218386701624,18.0
Broughton,Avenue,CFL,147.33417787473,-42.9291452209891,42.0
Churchill,Avenue,LED,147.352496260414,-42.9191101080849,250.0
Folder,Street,HPS,147.358414389504,-42.9173595629339,150.0
Nelson,Road,LED,147.330569745501,-42.9046221890061,18.0
Forest,Road,LED,147.318320840181,-42.8875932972856,18.0
Regent,Street,HPS,147.323857205697,-42.8979095466359,250.0
King,Street,LED,147.331032868708,-42.8955088385545,18.0
Queen,Street,LED,147.327652824939,-42.8940639896389,18.0
Lord (nr Sndy Bay Rd),Street,HPS,147.329108735701,-42.8983795298321,150.0
Sandy Bay,Road,LED,147.32662440733,-42.8948331306585,175.0
New Town,Road,HPS,147.311277001248,-42.8668849188997,250.0
Elizabeth,Street,HPS,147.311342717403,-42.8699516892568,250.0
Church,Street,LED,147.319957369093,-42.875737020773,18.0
Auvergne,Avenue,LED,147.307929884784,-42.8678493050285,18.0
Alt-na-craig,Avenue,LED,147.305037979267,-42.8684479192769,18.0
Summerhill,Road,LED,147.301000090401,-42.8785121916512,18.0
French,Street,HPS,147.320443361611,-42.9028025129785,150.0
Churchill,Avenue,HPS,147.341486717502,-42.9141682708421,150.0
Plaister,Court,LED,147.346636061864,-42.9167255749896,18.0
Proctors,Road,LED,147.317828837203,-42.9014779990507,18.0
Proctors,Road,LED,147.317266506856,-42.9010077654655,18.0
Churchill,Avenue,HPS,147.345005829745,-42.9159634357541,150.0
Churchill,Avenue,MV,147.346184517799,-42.9175149962052,250.0
Lipscombe,Avenue,LED,147.348247816758,-42.9145169640497,18.0
O'Conor,Court,LED,147.359307215551,-42.9213731575606,18.0
Churchill,Avenue,MV,147.335696900602,-42.9117543287124,250.0
Woodcutters,Road,MV,147.305425941553,-42.9085489876148,80.0
Davies (Tennis Centre),Avenue,LED,147.33015562065,-42.8732789650886,18.0
Lower Domain,Road,HPS,147.332752269914,-42.869813176421,150.0
Yardley,Street,LED,147.31519809004,-42.870128180185,18.0
Waverley,Avenue,LED,147.299269469122,-42.8673529254292,18.0
Pitt,Street,LED,147.312699277747,-42.8747730314091,18.0
Newdegate,Street,LED,147.31173934824,-42.8747290828383,18.0
Mount Stuart,Road,LED,147.296480594489,-42.8743279306567,18.0
Clare,Street,LED,147.309889837453,-42.8661890336952,18.0
Clare,Street,LED,147.310280655824,-42.8665019987665,18.0
Commercial,Road,LED,147.312176460208,-42.8694444926213,18.0
Canning,Court,LED,147.296393844549,-42.8708066754884,18.0
Sherbourne,Avenue,LED,147.313432126026,-42.880464341631,18.0
Burnett,Street,HPS,147.3201646607,-42.8731198406304,250.0
Liverpool,Crescent,LED,147.305195921481,-42.8915981664811,18.0
Liverpool,Crescent,LED,147.311540209252,-42.8905643132803,18.0
Queen,Street,LED,147.326597447768,-42.8939586288478,18.0
Gregory,Street,LED,147.327366572966,-42.8954347945646,75.0
Osborne,Street,LED,147.32744820557,-42.8923813500969,18.0
Sandy Bay,Road,MV,147.343163710853,-42.9074534672438,250.0
Sandy Bay,Road,MV,147.333437618966,-42.9017858420446,400.0
Nelson,Road,LED,147.328505150652,-42.9084587663932,18.0
Nelson,Road,LED,147.329019255611,-42.9094470000872,18.0
Nelson,Road,HPS,147.329587297762,-42.9056534097734,250.0
Clutha,Place,LED,147.296502617132,-42.9015837922241,18.0
David,Avenue,LED,147.330223399661,-42.9033673640588,18.0
St Canice,Avenue,LED,147.350186007054,-42.9120474049792,18.0
Plaister,Court,CFL,147.347306750823,-42.9143335050201,42.0
Plaister,Court,CFL,147.346953980277,-42.9148277451985,42.0
Churchill,Avenue,HPS,147.328462296493,-42.9061234470388,250.0
Churchill,Avenue,MV,147.329820851532,-42.9074771871408,250.0
Balfour,Court,CFL,147.336150389958,-42.9089545626939,42.0
Mitah,Crescent,LED,147.361081568694,-42.9245961817248,18.0
Manresa,Court,LED,147.33875627263,-42.908775178888,18.0
Norfolk,Crescent,LED,147.340116467008,-42.9089383279142,18.0
Burnett,Street,HPS,147.322149220306,-42.8715233558018,250.0
Tasman (Brkr to Br),Highway,LED,147.335587275839,-42.8668553913521,75.0
Tasman (Brkr to Br),Highway,LED,147.335640187538,-42.8663651593948,175.0
Tasman (Brkr to Br),Highway,LED,147.335670460184,-42.8660551977134,75.0
Little Arthur,Street,MV,147.31531832782,-42.8743177997157,250.0
Domain,Highway,LED,147.336097710677,-42.8653558190497,75.0
Burnett,Street,HPS,147.316277045382,-42.8749691456514,250.0
Sandy Bay,Road,HPS,147.325859110042,-42.8925382889379,250.0
Princes,Street,LED,147.329883758347,-42.8931586342965,18.0
Sandy Bay,Road,MV,147.329968047401,-42.8901884417904,400.0
Melville,Street,HPS,147.32409717437,-42.8803678468787,250.0
Cenotaph,N/A,MV,147.334570115867,-42.8750043758524,250.0
Cycleway,N/A,LED,147.334746886399,-42.8737934598339,18.0
Brooker,Avenue,HPS,147.328750339663,-42.876892602831,250.0
Brooker,Avenue,HPS,147.325548464338,-42.8742107953169,250.0
Brooker,Avenue,HPS,147.322707489973,-42.8707182061874,250.0
Brooker,Avenue,HPS,147.31956591155,-42.8673876594246,250.0
Ryde,Street,HPS,147.315240385915,-42.8692446001519,250.0
Summerhill,Road,MV,147.306284984581,-42.876749900637,80.0
Maning,Avenue,LED,147.340642213594,-42.9090807582675,18.0
Maning,Avenue,LED,147.341677769604,-42.9080913662273,18.0
Pulchella,Drive,MV,147.307641507872,-42.9097681980762,80.0
Hillcrest,Road,MV,147.30767857283,-42.9070871978022,80.0
Shoobridge,Street,LED,147.324701887349,-42.8718874957172,18.0
Queens Domain (nr Cntph),N/A,LED,147.335218608629,-42.8754628286845,18.0
Brooker,Avenue,HPS,147.33308389609,-42.8786634004834,250.0
Brooker,Avenue,HPS,147.33308389609,-42.8786634004834,250.0
Arthur,Street,MV,147.311542395121,-42.877360465366,125.0
Augusta,Road,HPS,147.308825932168,-42.8675048797235,150.0
Stoke,Street,LED,147.312363810214,-42.8641972381123,18.0
Stoke,Street,LED,147.313881522947,-42.8633744250508,18.0
Domain,Highway,HPS,147.333668363711,-42.8641666705486,250.0
Cross,Street,HPS,147.304653995592,-42.8589658785481,150.0
Harbroe,Avenue,LED,147.311940090408,-42.8558622307964,18.0
Gordon,Avenue,LED,147.298718621448,-42.8700157058945,18.0
Bonnington,Road,LED,147.311740512066,-42.8848330020239,25.0
Macquarie,Street,LED,147.319242121127,-42.8911504282376,175.0
Macquarie,Street,HPS,147.324547740636,-42.8872387300184,250.0
Castray,Esplanade,MV,147.337723235654,-42.8883767539167,250.0
Macquarie,Street,HPS,147.329979096842,-42.8828114642149,250.0
Wellesley,Street,LED,147.310442374372,-42.8992119719993,18.0
Bathurst,Street,MV,147.316774692312,-42.8867087396954,250.0
Gore,Street,LED,147.317587899831,-42.8913443193921,18.0
Bathurst,Street,MV,147.318523391452,-42.8861978013511,250.0
Belton,Street,LED,147.308800208577,-42.8973294368781,18.0
Liverpool,Crescent,LED,147.312607787598,-42.8902246067561,18.0
King,Street,HPS,147.325258513414,-42.894948297167,150.0
King,Street,LED,147.319963353528,-42.8963891178665,18.0
Cascade,Road,HPS,147.305002575934,-42.8954580523552,150.0
Macquarie,Street,LED,147.310766356748,-42.8940395615448,265.0
Davey,Street,HPS,147.322112624757,-42.8902346315322,250.0
Despard,Street,OTHER,147.330681715408,-42.8846917260366,150.0
Despard,Street,OTHER,147.330780444911,-42.8845388917017,150.0
Morrison,Street,LED,147.332605619386,-42.8832404752052,175.0
Oberon,Court,LED,147.317396129901,-42.9065221293516,18.0
Woodcutters,Road,MV,147.307716467455,-42.9057557269229,80.0
Nelson,Road,CFL,147.32226503595,-42.9111665872669,42.0
Kirby,Court,LED,147.306567092917,-42.8854512158317,18.0
Goulburn,Street,HPS,147.313152164158,-42.8868091362455,150.0
Goulburn,Street,MV,147.318003612968,-42.8872266742804,250.0
Digney,Street,LED,147.320654252204,-42.8933315247811,18.0
Digney,Street,LED,147.320139794183,-42.8938189777579,18.0
Parliament,Street,CFL,147.319425673707,-42.8945831765507,42.0
Bathurst,Street,MV,147.322825588742,-42.8828649257156,400.0
Regent,Street,HPS,147.322980380871,-42.8944810617842,150.0
Regent,Street,MV,147.323180744546,-42.8951501264468,250.0
McAulay,Road,LED,147.336753224362,-42.9114447607548,18.0
Liverpool,Street,LED,147.319578434487,-42.8883292154433,18.0
Sandy Bay,Road,HPS,147.326923973937,-42.8950135512085,250.0
Sandy Bay,Road,HPS,147.325868730459,-42.8941469140469,250.0
Quayle,Street,LED,147.33306542897,-42.8941758404365,18.0
Quayle,Street,LED,147.330140938248,-42.892847779229,18.0
Quayle,Street,LED,147.328937853249,-42.8926131163991,18.0
Sandy Bay,Road,MV,147.329539224114,-42.890561341693,400.0
Sandy Bay,Road,LED,147.325816729008,-42.8932934546396,175.0
Sandy Bay,Road,HPS,147.349471537516,-42.9101103504449,250.0
Nelson,Road,CFL,147.323997143504,-42.9225551185221,42.0
Sandy Bay,Road,HPS,147.359888304878,-42.9211585303328,250.0
Adelaide,Street,HPS,147.314086459749,-42.8941167354561,250.0
Sandy Bay,Road,HPS,147.329612547795,-42.8878061531444,250.0
Sandy Bay,Road,MV,147.327400856808,-42.8915198901903,400.0
Sandy Bay,Road,HPS,147.327582265457,-42.8951560596176,250.0
Davey,Place,CFL,147.315997340726,-42.8968852457878,42.0
Barrack,Street,HPS,147.321000891565,-42.8844581975376,250.0
Barrack,Street,HPS,147.321512475409,-42.8848035546771,250.0
Barrack,Street,HPS,147.32209465923,-42.8852283174171,250.0
Davey,Street,HPS,147.319068338711,-42.8923889545983,250.0
Davey,Street,HPS,147.319458573165,-42.892189282597,250.0
Forest (Knocklofty Line),Road,LED,147.302446603138,-42.8899358794611,18.0
Davey,Street,HPS,147.314209718003,-42.8962585921616,150.0
King,Street,LED,147.328485090299,-42.8947172586948,18.0
Sandy Bay,Road,HPS,147.328150334699,-42.896061783189,250.0
Antill,Street,HPS,147.321795285741,-42.8920749636789,250.0
Huon,Road,CFL,147.304186048724,-42.8984842666607,42.0
Huon,Road,LED,147.304613430477,-42.8985178905478,18.0
Davey,Street,HPS,147.311046267993,-42.8996574340003,150.0
Nelson,Road,LED,147.324138208862,-42.9115784837976,18.0
